ResourceId,metric,timestamp,average,maximum,minimum
i-065f44c8424f75256,CPUUtilization,2025-10-27 19:47:00+00:00,0.22555983911703045,0.9824327699608691,0.0749975000833305
i-065f44c8424f75256,CPUUtilization,2025-10-28 00:47:00+00:00,0.09250259597098003,0.1584891810280108,0.0749250749250749
i-065f44c8424f75256,CPUUtilization,2025-10-27 23:47:00+00:00,0.09361122911200005,0.2168835502168835,0.05005005005005
i-065f44c8424f75256,CPUUtilization,2025-10-28 04:47:00+00:00,0.0883335466486087,0.1583333333333333,0.0500417014178482
i-065f44c8424f75256,CPUUtilization,2025-10-27 18:47:00+00:00,0.09055639108145411,0.15834652887740638,0.0333333333333333
i-065f44c8424f75256,CPUUtilization,2025-10-27 08:47:00+00:00,0.08657451959947678,0.1666694444907415,0.0008227964118354
i-065f44c8424f75256,CPUUtilization,2025-10-28 12:47:00+00:00,0.09210252375172526,0.1580067859756503,0.0416645834374947
i-065f44c8424f75256,CPUUtilization,2025-10-27 13:47:00+00:00,0.09097746691994972,0.1501426355037285,0.0333639169238468
i-065f44c8424f75256,CPUUtilization,2025-10-28 02:47:00+00:00,0.09277809750483318,0.3000050000833347,0.0582837921100398
i-065f44c8424f75256,CPUUtilization,2025-10-28 07:47:00+00:00,0.08667128842359227,0.1501351216094485,0.033332222259258
i-033237c21259ff86a,CPUUtilization,2025-10-28 06:47:00+00:00,0.09694586126108554,0.16682236754304008,0.0749325606953741
i-033237c21259ff86a,CPUUtilization,2025-10-28 11:47:00+00:00,0.10431143509161209,0.5671771260801388,0.0333338888981483
i-033237c21259ff86a,CPUUtilization,2025-10-28 01:47:00+00:00,0.09583333470313962,0.1584759616988623,0.07501125168775309
i-033237c21259ff86a,CPUUtilization,2025-10-27 15:47:00+00:00,0.08833526591568272,0.1583306944884251,0.049954208642078
i-033237c21259ff86a,CPUUtilization,2025-10-27 20:47:00+00:00,0.0902783261567762,0.1584759616988623,0.0333338888981483
i-033237c21259ff86a,CPUUtilization,2025-10-28 09:47:00+00:00,0.09569635105443514,0.166514028806927,0.0500417014178482
i-033237c21259ff86a,CPUUtilization,2025-10-27 10:47:00+00:00,0.08903127346310556,0.2085244807740428,0.0333633603576552
i-033237c21259ff86a,CPUUtilization,2025-10-27 09:47:00+00:00,0.3119433842691993,13.375,0.041628507201731696
i-033237c21259ff86a,CPUUtilization,2025-10-27 14:47:00+00:00,0.08791613497999409,0.1916666666666666,0.050001666722223996
i-033237c21259ff86a,CPUUtilization,2025-10-28 08:47:00+00:00,0.09514167107018086,0.1583333333333333,0.0583323611273145
i-033237c21259ff86a,CPUUtilization,2025-10-27 22:47:00+00:00,0.09124906560578014,0.2083368056134269,0.0749288176232579
i-033237c21259ff86a,CPUUtilization,2025-10-28 03:47:00+00:00,0.09639304242769337,0.1584759616988623,0.0333028057613854
i-033237c21259ff86a,CPUUtilization,2025-10-27 12:47:00+00:00,0.09068992195537019,0.1500050001666722,0.049999999999999996
i-033237c21259ff86a,CPUUtilization,2025-10-27 17:47:00+00:00,0.18896746119189972,6.02960745176314,0.0416666666666666
i-033237c21259ff86a,CPUUtilization,2025-10-27 21:47:00+00:00,0.08902932890215441,0.1584838930317134,0.0417048961548085
i-033237c21259ff86a,CPUUtilization,2025-10-28 10:47:00+00:00,0.10264329687269717,0.2669113353907749,0.049954208642078
i-033237c21259ff86a,CPUUtilization,2025-10-27 11:47:00+00:00,0.09069384249142783,0.1583333333333333,0.0499525450821719
i-033237c21259ff86a,CPUUtilization,2025-10-27 16:47:00+00:00,0.08985896280744805,0.15834652887740638,0.0500008333472224
i-033237c21259ff86a,CPUUtilization,2025-10-28 05:47:00+00:00,0.09430570247977706,0.1666694444907415,0.049956704189702196
i-033237c21259ff86a,CPUUtilization,2025-10-27 19:47:00+00:00,0.08875214317112136,0.1583333333333333,0.0333028057613854
i-033237c21259ff86a,CPUUtilization,2025-10-28 00:47:00+00:00,0.09485847252204078,0.2164754466887582,0.0416305868247518
i-033237c21259ff86a,CPUUtilization,2025-10-27 23:47:00+00:00,0.10293728516312453,0.6525285481239805,0.0582789396563207
i-033237c21259ff86a,CPUUtilization,2025-10-28 04:47:00+00:00,0.09555429732046948,0.1581883273665806,0.0749987500208329
i-033237c21259ff86a,CPUUtilization,2025-10-27 18:47:00+00:00,0.08861193796066817,0.1501376261573108,0.041665972233796096
i-033237c21259ff86a,CPUUtilization,2025-10-27 08:47:00+00:00,0.7506374136420467,17.274712088131864,0.0001102708048255
i-033237c21259ff86a,CPUUtilization,2025-10-28 12:47:00+00:00,0.0956083777684968,0.200010000500025,0.041702809101221
i-033237c21259ff86a,CPUUtilization,2025-10-27 13:47:00+00:00,0.0931981488010101,0.2085244807740428,0.0416278140402291
i-033237c21259ff86a,CPUUtilization,2025-10-28 02:47:00+00:00,0.09694330526531612,0.3086162315455834,0.0416292003863189
i-033237c21259ff86a,CPUUtilization,2025-10-28 07:47:00+00:00,0.09555962927537442,0.175154720002669,0.0499550404635827
